Accident_Occurred,Hours_Worked,Weather_Risk_Index,Machine_Age_Years,Employee_Experience_Years,Safety_Violations,Inspection_Frequency,Job_Risk_Level,Shift_Type,Area,Employee_Age,Noise_Level_dB,Temperature_C
0,9,0.49826547271672594,15,13,1,6,1,0,0,32,93.68559029637038,26.96795830122383
1,7,0.7964048680335315,3,6,3,1,1,1,1,56,65.5254614937158,28.66788929148189
0,10,0.5726932331100422,5,23,0,11,1,0,0,41,88.37891191094147,13.260847748205089
0,8,0.6530858373084091,13,7,1,8,1,0,1,18,64.51597308643281,29.857553744748625
0,11,0.3829860260371294,17,14,2,9,1,0,1,28,98.871322538382,37.44677423258477
0,9,0.14303629801650852,2,23,3,5,2,0,0,18,79.23441528012538,23.8212435832773
0,11,0.15623311271476426,12,8,5,9,1,0,0,57,73.3540386979611,38.89614115890473
1,11,0.9502145833498237,3,15,0,7,1,0,1,49,68.87550158825286,11.551278844683775
1,8,0.44768749293942134,8,10,0,8,3,0,0,32,74.74167938453803,17.937335892612065
0,9,0.4936322449473599,19,3,5,9,1,0,1,58,86.88151049930461,37.186487105080715
1,8,0.6973334953079783,15,17,0,1,1,1,1,58,86.14357820190034,18.74409321019108
1,10,0.9841272005254313,18,20,7,7,1,1,1,26,86.60600162289296,37.678869232371895
0,8,0.00487583709726136,4,0,3,11,1,0,1,48,54.5286295616581,27.967111982706587
1,11,0.9524116237449062,13,14,0,11,2,0,0,34,53.79317066423984,35.827027352757554
0,7,0.056440500167248775,6,7,4,7,2,0,1,31,82.44853623796595,24.431144803431184
0,6,0.34631333712902057,1,16,9,3,1,0,0,54,84.53348456882895,20.292785592875738
1,6,0.3198125593509388,5,15,2,3,2,0,1,41,95.95275949431345,26.444989347540766
1,11,0.13333392011294842,7,22,1,8,3,1,1,60,62.745522807599116,27.86155009811625
0,7,0.12155565926070933,1,1,7,4,2,0,0,48,73.94965670580841,28.099371649851363
0,10,0.23450049759568847,11,12,3,9,1,0,0,27,53.12411320211879,31.895981852725278
0,8,0.27083504411389203,5,28,5,11,2,0,0,28,71.12574647622705,16.92908912496993
1,8,0.9860436379001176,2,17,7,10,1,1,0,27,70.69759941547184,26.71444745417661
0,7,0.17202768612469244,18,4,4,11,1,0,1,53,80.88659579298556,22.379074029105897
1,6,0.7942084041850909,1,7,4,7,1,0,0,46,52.92709644210843,32.6433057376996
0,6,0.4533674021767623,15,28,7,11,1,0,1,24,52.2999889503008,28.554720488831894
0,10,0.24290723863519248,15,24,9,5,1,0,0,49,84.27741508280516,22.30015883140843
1,8,0.9280810431267296,16,15,8,11,1,0,0,46,69.63396926391255,29.3550159706184
0,11,0.4899627154812972,8,6,7,6,2,0,1,24,65.59884683404623,36.01719650331016
1,7,0.9337885330973592,13,3,3,7,2,1,0,18,57.72692398684168,20.8138666362954
1,8,0.9039718475959774,7,11,2,1,1,0,1,45,98.01630352007814,19.98990895886967
0,7,0.6309793678577756,8,8,7,6,1,0,0,61,85.41338412218585,37.887063378947005
1,6,0.9110718529157068,14,11,8,11,2,0,1,54,79.46599977640409,13.621671672426885
0,11,0.46653973150254036,2,6,2,3,1,0,1,59,61.54085671975495,27.064054161325515
1,10,0.37861417501371686,4,9,9,11,1,1,1,51,74.12529560252214,25.789019129438415
1,11,0.08216564391855263,19,11,3,3,1,1,0,25,96.67868017254655,18.990004890322815
0,10,0.6298140580920751,14,17,8,8,1,0,1,26,58.21378878154227,20.6885244690398
1,6,0.0536259017629539,17,16,9,1,1,1,1,19,72.57754124662014,31.801802077055584
0,6,0.0006887463886322553,2,29,1,10,2,0,0,22,82.6818721435589,28.32275681321615
1,8,0.5774686487267053,18,12,7,10,1,0,1,51,80.9499424238742,32.270165609916376
0,9,0.1576367426969255,13,0,2,2,2,0,1,19,95.78024233802637,19.95701159453349
0,10,0.519900973992412,19,28,0,8,1,0,0,57,59.193861604606745,16.0174413304851
0,10,0.7217699096210318,2,2,6,5,1,0,1,54,89.3166270846537,25.649265088573046
1,9,0.5115948192588234,5,6,5,3,1,1,1,64,80.99925203543856,37.2742122598046
0,9,0.6877069179798553,19,11,4,9,1,0,1,19,51.44970731691651,27.51781142814124
1,9,0.1708295732606413,5,6,7,10,3,0,0,55,85.71100415676293,39.04601527515007
0,6,0.41784000853327496,12,14,9,7,1,0,1,23,61.95953405267108,28.405197753346652
0,6,0.003389411395500974,4,0,0,9,2,0,1,51,95.47771902367785,15.613352921643394
0,11,0.02675223527331294,9,4,2,4,1,0,1,44,77.31916462105488,33.456466914231314
1,9,0.503858671521127,7,4,0,9,3,0,0,54,96.33247558180462,32.06088096367848
0,7,0.32842920453284863,2,25,1,10,2,0,1,38,63.94047407779455,36.268063784878834
1,10,0.13816227613034837,4,6,2,3,2,1,1,33,56.487320598597094,38.767241206945776
0,9,0.7283341987800086,14,5,8,9,2,0,1,54,58.881595420174236,36.666255516008576
1,8,0.7508080060171207,14,21,1,2,2,1,0,25,56.80025694490812,11.749788602134041
1,10,0.01626452287849034,1,18,9,5,3,1,1,64,92.27586716443909,22.95315018479016
1,7,0.9317258635109557,3,8,5,11,1,0,0,31,51.14787582830938,35.63339359699345
1,9,0.5042322464746261,9,17,7,2,3,0,1,33,55.862164130524064,26.92804708361452
1,7,0.2188372436247913,3,11,3,8,1,1,0,49,53.04214799523997,12.327367393380857
1,10,0.5516900935219098,8,10,7,6,1,1,1,31,99.76105186567275,17.87771688507508
1,10,0.974631088884166,1,20,7,9,2,1,1,53,81.16905427138639,26.592421539517385
1,9,0.4867833691090555,19,2,7,11,3,1,0,52,63.26431373453404,30.78389379355951
0,7,0.4247431609965031,8,26,5,3,1,0,1,35,91.10834061588862,14.935369686287915
1,10,0.28198982604290623,9,24,3,1,3,0,1,20,73.53294014679918,21.309493049351474
1,6,0.6829845466907684,10,26,1,6,1,1,1,18,59.306396647009095,13.793569327009399
0,9,0.2213574994804055,9,25,4,6,2,0,1,25,96.18837354107957,31.62153999271814
0,9,0.18978853107132365,4,10,4,6,1,0,0,34,60.44399407945247,28.898413424827336
1,6,0.9687321231995721,5,17,3,8,2,1,0,26,83.0895962120415,27.48610198641171
0,11,0.7691651485337635,9,23,8,5,2,0,1,23,80.33019271986187,36.55433063523882
0,7,0.4237004809625179,15,1,2,6,1,0,0,33,64.04119369776359,22.51219982963334
0,10,0.24148709542569913,16,16,8,11,1,0,1,39,92.5653373255904,37.81407246041859
0,8,0.10214858705817498,5,21,6,2,2,0,0,53,92.339854683753,33.48979584313855
1,6,0.32624543308969456,4,6,6,6,1,1,1,54,76.72529464576822,24.51092774951758
0,6,0.6299726363968882,11,8,1,5,2,0,1,35,81.38326811217908,31.7194182160362
1,6,0.4181136214773672,12,8,4,6,1,1,0,32,83.33550870532932,36.302707405628425
0,6,0.35200422433471235,14,27,8,5,2,0,1,56,91.26964589174395,18.664887052870792
1,8,0.6400969421305511,9,22,1,1,2,1,0,52,62.72360547734683,13.949100819521549
1,7,0.7823215646124395,10,5,2,8,1,1,0,26,88.44950803663137,12.189390559949171
1,10,0.2907201646710038,10,7,3,9,3,0,0,63,84.84629433775835,13.542161240899148
1,9,0.6977103614179354,12,23,5,7,1,1,0,56,71.83671833084688,28.133193925006477
1,6,0.9546474728409329,15,8,8,1,2,0,1,28,90.49440191543218,30.376828634598166
0,10,0.7788179728369979,2,24,0,7,1,0,0,47,72.30232937210862,37.74072428646312
0,11,0.7279969570487299,1,9,9,2,2,0,0,63,59.583819729908974,29.15042718777685
0,6,0.19572744429186817,19,28,5,5,1,0,1,54,60.04684312637325,39.01477294405373
0,10,0.7104252781443794,8,8,0,7,1,0,1,49,68.85030781503195,36.22570226043322
0,7,0.35097538540257966,6,25,8,6,1,0,0,53,89.41574024988262,12.530997067533281
0,8,0.4715934977599011,10,18,2,7,1,0,0,21,59.94207903787372,28.318150510129325
1,8,0.878323195606922,13,28,3,1,1,0,1,40,57.17397316098447,16.84097319723544
0,11,0.1910492567664821,17,27,1,1,1,0,1,44,57.436493700435484,29.68172655622627
0,11,0.06290200762651854,12,20,0,5,1,0,0,58,89.11611904476112,30.468964103124414
1,9,0.9732620692998275,4,17,1,10,2,0,1,47,54.912320841613784,35.351613043458414
0,8,0.5147572651835051,4,18,8,6,1,0,1,44,91.69368564410567,19.224736721152457
1,7,0.045553398823476976,5,19,8,10,3,0,0,63,95.23448124031299,33.928378577959414
1,9,0.4515690227029855,2,26,8,5,3,0,1,62,80.17702949857402,32.088600285607995
1,6,0.2586609873504492,1,21,4,5,3,1,0,33,63.32877240500878,13.104943650756866
0,8,0.006315609315860393,19,18,6,3,1,0,0,48,96.51043434877394,14.910457942322038
0,10,0.5922214536346574,14,0,7,6,1,0,1,38,51.654602487028534,15.9210647009857
1,11,0.7181243787371425,10,8,8,10,3,1,1,41,51.49967326768472,39.13678906638653
1,6,0.5694426448907934,6,11,8,10,3,1,0,26,76.39402339399649,31.33728357204746
0,11,0.08426151176311347,2,25,7,9,1,0,1,24,77.31062205599122,29.69141639754955
0,6,0.08292133122521372,5,9,3,2,1,0,1,35,70.72382882138162,32.169913295837304
1,9,0.9298286343166742,7,0,0,8,2,1,0,43,75.58524477568976,19.458648674685826
0,7,0.6840953380423214,1,0,1,10,1,0,0,63,69.87059164180371,28.009654180959117
1,8,0.8670918078008784,4,2,3,9,1,1,0,51,95.43394162198017,15.64133646334679
0,9,0.20591154848487148,11,19,4,11,1,0,1,48,84.13333920040111,23.1146217234462
0,10,0.3291862998673447,11,21,6,10,1,0,1,50,54.77741347360323,37.32277577732263
0,10,0.13107273907090133,7,28,4,3,1,0,1,62,95.53378792754391,29.403291128286845
0,8,0.20906733088772145,2,20,1,6,1,0,0,44,84.05859050858844,30.538576007630375
1,8,0.8696995680995401,4,19,1,9,1,0,0,32,85.72316014271723,29.51608197353053
1,8,0.9408854636477125,6,27,9,3,3,0,1,19,77.7927416637006,34.59748265859196
1,6,0.39966159333896945,9,29,6,1,1,1,0,25,86.74413024800012,24.88822147446118
1,6,0.7997551682083046,19,14,4,4,2,1,1,24,75.0196256205909,12.94005050665276
0,10,0.620430828275596,3,21,0,10,1,0,0,28,51.67634937357637,36.132548131192216
0,6,0.34621366298996303,2,25,8,6,1,0,0,18,59.113048796397266,25.013665454890184
1,10,0.8450063847113805,9,21,0,10,1,1,0,61,84.65178175615509,16.15225125098932
1,9,0.41598665386987854,1,3,5,7,2,1,0,26,86.07641353881121,26.51834259344693
0,10,0.31173568649698935,10,10,3,5,2,0,1,37,88.6421917709468,32.8107006909916
0,10,0.6443377355388232,17,29,3,3,1,0,1,31,83.18572868109558,22.39284557318136
0,11,0.3701931577852686,3,20,9,3,2,0,0,25,85.98795181938537,18.003797989433814
0,7,0.17084872924170003,19,22,4,9,1,0,1,29,53.87622639228012,24.24216711829808
0,11,0.6421343333849355,1,0,7,2,1,0,1,43,80.80720229507993,29.35270407474989
1,11,0.19514320818027597,17,28,8,3,1,0,0,53,70.05172558381143,20.67139646663096
0,6,0.06463913448069902,9,23,8,9,2,0,0,41,80.93400088935223,20.234089972436685
0,7,0.3206907857056098,4,29,6,1,1,0,1,24,76.0474874804651,39.39532706786615
0,6,0.36658150881336726,17,4,6,8,2,0,1,24,75.16800865638207,21.042977614370006
0,6,0.5842053911754117,4,14,4,2,1,0,1,63,94.52011279753629,10.563279868044381
1,10,0.8352386077362487,12,21,7,11,1,0,0,61,86.4636304228606,23.38437616360948
0,10,0.6633829986731731,15,21,0,6,2,0,1,38,94.54489312558255,34.477828080026356
0,7,0.6306149800891928,1,14,7,10,1,0,0,27,65.26508208707281,39.612792194557315
1,9,0.8708814880266582,5,15,9,4,3,0,0,63,85.55472449467536,14.45585084286337
0,6,0.24050366873819484,17,23,2,9,2,0,1,25,95.33695710395762,34.71378316212983
0,10,0.6631307301604508,1,29,3,7,2,0,0,61,94.66944290227703,33.94503745278932
0,6,0.5075474675236737,15,23,1,5,2,0,1,45,67.2921981609779,24.557510116120312
0,8,0.7047788744839453,19,28,4,9,2,0,0,38,51.29372883744512,31.610242657958924
1,9,0.82505333268792,9,10,1,1,1,0,0,52,94.3462011851233,17.176458195184296
0,10,0.7192751464287499,10,10,9,8,1,0,0,64,59.80389412040694,16.756329144470058
0,11,0.3951427774289602,17,13,1,10,2,0,0,63,70.41450169032655,23.385143280216035
1,9,0.2312002326276298,10,9,6,9,1,0,0,48,78.75468518156927,16.458485805102864
1,9,0.8058247315003041,17,22,0,10,1,0,1,33,82.49553029951207,35.10579632639505
1,9,0.8687466617684191,2,17,0,9,1,0,0,27,63.2954595258941,30.264967937084368
0,7,0.6662790094693263,18,21,3,7,2,0,1,20,88.99875410953246,29.131411821658148
1,6,0.5018091426956391,18,26,4,1,3,0,1,18,51.16299719740874,26.324428748859578
0,8,0.20097386831046182,10,6,5,3,1,0,1,23,64.32599082528453,32.64851436783377
0,7,0.19859907536387078,16,9,7,6,1,0,1,40,71.09288633942538,18.469411301754395
1,9,0.9144277883120414,9,14,5,11,2,1,0,57,91.73046171188525,28.851231479264165
0,11,0.13038451824765807,3,8,5,7,2,0,1,23,97.42769522318642,34.249884159660546
0,11,0.11324904213071352,7,5,2,11,1,0,1,47,88.48981451623163,34.04870840484425
1,8,0.2896952117540771,5,4,9,3,1,1,0,63,69.90576830526672,23.644027838076703
1,6,0.9897417347115489,16,24,3,3,3,1,1,51,63.753425310730954,16.905641296571506
1,11,0.4699152983031162,8,5,4,7,3,0,0,40,55.13886739367126,20.15303189903046
1,9,0.618161001756756,19,15,1,9,1,1,1,50,78.65167874440624,32.24070177735486
0,8,0.13340270280866773,17,5,5,11,2,0,0,44,63.862149554122695,23.458907046057977
0,11,0.380923511646856,3,19,7,5,2,0,0,24,71.88411363940472,25.580026768320735
0,9,0.32812706596350916,14,6,8,7,1,0,1,21,50.57822421154716,36.53344269291683
1,7,0.8079235289258407,13,28,5,11,3,0,0,18,62.383439191139644,38.055423802194255
1,11,0.10520728298553961,6,6,6,8,1,0,0,26,90.4470264588954,10.149476489753761
0,11,0.03294530304617449,5,27,3,9,1,0,0,34,85.38991287481306,33.37945679287835
1,11,0.9913279547734101,19,11,7,5,1,0,1,35,80.06008767551776,16.42103900616034
0,10,0.5132266909880807,15,17,5,1,1,0,1,42,96.96967052685622,11.879753812540308
1,7,0.8824789015989283,9,0,7,4,1,1,0,28,86.16668092895377,26.78047045624289
0,9,0.6576759454243758,13,19,0,10,1,0,1,44,78.67718513172278,15.530114863501417
1,10,0.20904076005840133,6,12,8,7,1,1,0,55,90.15791780469178,21.283859725922895
1,10,0.17023952908777806,4,5,0,3,1,1,1,19,86.43424042748222,38.16775348263705
1,10,0.8457493466541499,11,8,4,7,1,1,1,32,67.24358326877885,24.845410975245834
1,10,0.9698713926774855,2,28,6,2,1,0,0,62,64.61525210435367,25.243487374230764
1,11,0.5878320596026556,19,21,9,1,1,1,0,51,78.96766943755793,24.63682932686068
0,6,0.26075940373267825,18,1,4,9,1,0,0,27,76.14263527467828,10.51265952324215
0,9,0.35316841892172235,16,20,4,5,1,0,1,45,89.6081242825662,11.840261720239795
1,7,0.6211179630756772,1,14,3,7,3,0,1,27,63.2310435808041,21.58115352157918
1,6,0.9145168071169143,16,22,5,1,1,0,1,49,70.04012651868098,34.964891970417305
1,10,0.20391624704779954,11,8,9,8,2,1,0,28,93.4032028185392,14.323009331363325
0,11,0.14313296061063863,4,12,5,7,2,0,1,32,89.79733227713233,38.60356193520313
1,8,0.7476822609993994,2,27,9,3,1,1,0,60,51.48009621048921,31.261229446014216
1,8,0.35666210345374216,16,29,0,10,1,1,0,55,72.34819469846747,33.61232941233675
0,11,0.572065499164396,16,18,0,11,1,0,1,50,83.84917346929399,12.624855047277798
1,10,0.01585733223455421,1,8,5,5,2,1,1,27,71.13132174247544,32.33701661025511
1,7,0.6019622881361608,7,7,1,3,2,1,0,52,92.45568037133123,28.730783065424202
1,6,0.42257401405209216,6,0,5,1,2,1,0,50,90.41088621767406,14.753214840431754
0,7,0.3578997712931892,17,1,9,11,1,0,0,50,77.10729712591453,18.793967212299066
1,9,0.24674932487348222,4,9,4,3,3,1,0,53,86.22107493369606,27.84334584251873
0,6,0.7938986872936729,6,6,3,3,1,0,0,53,76.1210192335626,14.96619082276899
1,10,0.29708195149613414,15,10,8,11,1,1,0,49,54.385246855902906,37.922612871358645
0,6,0.14048874572825232,2,23,6,2,2,0,0,63,85.79056174473203,28.331511369756726
0,6,0.7703078729624468,8,23,0,6,1,0,1,49,79.07892063386399,29.64649422641444
0,6,0.542874024690645,15,8,2,7,1,0,1,60,94.39159284567668,16.026061225655422
1,7,0.668580612947102,4,26,6,3,2,1,0,48,55.18443297116096,29.881573631477806
1,7,0.9129064770639255,7,14,5,11,1,1,0,37,73.16755388669257,14.619678790135504
1,10,0.1988505968069073,8,19,6,11,3,1,1,54,57.288339894463,31.965843988091812
1,11,0.5048591195480948,3,7,1,1,2,1,1,35,94.38583159251874,23.84488302719278
1,7,0.8173185885620301,2,17,0,3,1,1,1,46,72.49835266794369,39.55068995935467
1,9,0.4377338337365677,11,13,7,1,1,1,1,51,91.10824552286033,21.996188843540295
1,7,0.9087234247359577,12,22,9,2,1,1,0,59,87.94291523008243,30.954215016465362
1,10,0.6935120923810376,16,9,1,2,1,1,0,34,93.70439378520973,19.66298446007999
0,8,0.2581528800269792,1,20,8,5,1,0,0,42,97.7719840657437,27.71613806263925
1,9,0.6345660536429685,3,24,4,3,1,1,0,55,71.4720950705398,13.727224278354983
0,10,0.3038329370119599,11,28,2,9,1,0,1,53,66.0157450502667,39.68839759900345
1,10,0.49982935100269743,4,19,4,2,2,0,1,32,92.67412487258696,27.19558878119276
0,8,0.29013520617162825,14,8,0,8,2,0,0,47,89.16580427441876,17.306760789947226
1,7,0.9120240857302723,14,2,6,3,1,0,1,19,64.25398309990084,11.710050864110668
1,6,0.8028599603068605,14,5,2,5,2,0,0,27,97.94188662189063,23.96608057034767
0,8,0.7336760573638154,3,14,5,3,2,0,1,24,88.9674627187898,35.08157486249985
1,7,0.7030219107098992,9,9,5,7,3,0,0,19,76.23585215396318,24.051630655766544
1,11,0.010550362043299177,11,28,5,3,1,1,1,28,57.15294281814492,11.766555027972373
0,8,0.3938584335060087,3,20,0,10,2,0,1,46,99.54018877988011,11.53981205232043
1,9,0.814192099248512,5,7,6,9,1,0,0,31,61.650723361014755,18.219013879597604
1,7,0.9429083413122044,3,17,4,5,2,0,0,42,78.44028130685065,14.922217283196822
0,9,0.4469742102554001,5,22,5,10,1,0,1,59,55.59178519398267,29.022188962725963
0,11,0.07991691264599332,1,26,3,4,1,0,0,48,85.14178024460796,10.01790720627961
0,10,0.36354808769487745,11,2,0,1,1,0,1,19,64.69496370228843,30.39840973501836
0,10,0.5875752217491185,2,24,9,3,1,0,0,50,77.14913156441908,15.294080746430309
0,8,0.33185235131268387,10,8,5,6,2,0,1,59,85.90036908682066,22.814182469527758
1,9,0.7990296430857808,1,29,7,3,1,1,1,42,68.33887700456052,18.764331631952338
1,7,0.8666738450124102,5,24,9,8,2,0,0,54,55.28525164392789,30.181518060392204
0,6,0.039121181270566185,10,22,5,5,2,0,1,32,91.90664561603275,33.63131631347267
0,11,0.6583930584346797,7,4,4,6,1,0,1,58,89.90369405905972,30.303558420360407
0,7,0.5403186363535414,18,9,2,10,1,0,0,62,96.33872809847992,38.290931537196144
1,9,0.020223784106902953,18,22,2,10,3,1,1,22,87.63652547558442,19.928878920069273
0,9,0.7751394055839957,9,27,7,6,2,0,1,20,80.82630086638358,16.801331321412512
1,10,0.32364842187491916,13,13,3,5,1,1,1,36,90.13321283211044,26.254466049238534
0,11,0.7511727948964595,8,13,6,11,1,0,0,48,73.16647648065637,29.599286092975298
0,7,0.07581042024139306,1,28,8,5,1,0,0,51,85.45771617208293,28.332537553131008
1,8,0.04116237056428007,17,16,1,7,1,1,1,50,55.79779044284957,23.498906359338335
0,8,0.3253425742169995,6,24,3,2,2,0,1,44,88.27695633993339,17.665331765797045
1,9,0.2389373180543456,12,8,6,5,1,1,1,26,77.76826545770251,21.731094934330038
1,6,0.44306578997099677,10,18,4,6,2,1,1,47,75.87112564295293,11.936556079614443
1,11,0.26753115410080275,15,17,9,8,3,0,1,59,68.77733937929716,20.88618327679473
1,10,0.8825602834531745,13,11,1,7,1,0,1,37,95.78226268279505,28.007832241066755
1,10,0.8036611599449381,15,14,0,11,1,0,0,18,90.20267532970706,24.00261559407678
0,11,0.1459228666468112,10,20,2,6,1,0,1,31,55.692637130404066,32.556757952537374
1,11,0.31959840089541014,17,23,9,11,1,1,0,46,96.21449268723165,31.811876452342005
1,8,0.26592143185790884,2,22,0,10,1,1,1,29,99.92697541864004,33.1031971590474
1,7,0.18180509512761456,17,7,1,9,2,1,0,50,92.0718175341589,19.26446956036815
1,7,0.5797973115597748,12,4,9,5,1,1,1,51,65.276062660715,27.920884961613453
1,9,0.02860600522488077,3,17,7,4,3,0,0,37,85.39145905122388,12.113950556009648
0,10,0.2903703322481874,17,0,2,4,2,0,1,38,62.16589392668412,29.2702484940056
1,7,0.9200170366726265,18,25,2,1,1,0,1,54,70.5785690215781,10.168148013307016
0,6,0.35297136147183805,9,13,6,10,1,0,1,61,52.46944235916905,16.95314639921212
0,7,0.09224069767780885,16,4,5,2,1,0,0,27,99.39293852444649,32.48541579158826
0,11,0.6781768212500029,9,9,8,3,1,0,1,18,60.088896024318764,39.25504829750295
1,11,0.947675616807326,19,18,4,1,1,1,1,64,91.92903441188096,29.91599927625647
1,10,0.9446500750341026,3,20,3,7,2,0,1,62,89.90210939315675,17.641625296417295
1,11,0.6418367905798259,15,4,1,8,3,1,1,20,71.08832844565606,31.3441085744119
0,7,0.1254992524633044,7,27,9,5,2,0,0,57,64.86837423800222,26.09648345143002
1,11,0.5034912348195382,9,13,0,7,3,0,0,57,76.24334152603551,22.71131920031698
1,11,0.6351281069467827,1,0,7,10,2,1,0,52,56.28231306531604,13.102679739967389
1,10,0.9660144285102087,3,16,3,7,2,0,1,23,80.38780975228912,20.122991054668578
1,10,0.8119796913663136,10,20,8,3,1,0,0,34,63.87924327042215,16.277531619995038
0,10,0.6386678438573813,16,18,7,10,1,0,0,61,66.32340438616168,38.41604738237136
1,9,0.30549599078034007,7,13,6,2,1,0,0,51,52.29713516527049,14.896003175704557
1,10,0.24858814611319868,18,27,1,8,3,0,0,37,78.12273808086118,18.500116720625922
1,11,0.3862179909558837,16,23,0,1,1,1,1,62,92.08436329990685,20.271938056478014
0,8,0.25569117461219226,1,26,1,9,1,0,0,23,61.78551655429501,19.8386701539638
0,9,0.09803629170740846,12,14,6,9,1,0,1,35,66.23563039719618,17.729184926947745
1,10,0.7024327935338189,14,10,8,5,1,1,1,23,81.67679731277666,20.350373840521087
0,10,0.7676076871287254,6,19,3,3,1,0,1,49,75.56176324811624,25.294461165686258
1,11,0.7426521998572166,7,25,1,5,1,1,1,27,70.30337833060196,28.90340421654903
1,9,0.24726643467515286,10,24,7,2,3,0,1,46,70.5765001481011,24.04730046325702
0,11,0.4057173897524132,3,25,1,4,1,0,1,64,69.36142501431823,27.7514921198822
0,9,0.32263424394815676,14,21,4,10,1,0,0,36,91.9233036478793,34.96976121283753
1,6,0.15766205091228314,14,16,0,7,1,0,0,38,64.59635910801158,31.695671928926117
1,6,0.657983823599651,8,23,3,10,1,1,0,32,68.22162184490905,20.18951124094039
0,6,0.24867585183467622,13,7,1,5,1,0,1,63,88.90092646203038,28.257545890652054
0,10,0.10181401808547752,12,6,3,5,1,0,0,26,61.89519194081912,35.33127379226146
1,6,0.9368323718612537,1,15,6,5,1,0,1,27,66.04052725290657,18.49106165163242
1,7,0.9887557121443206,19,0,3,9,2,1,0,61,50.42126704420317,21.95632587361615
0,11,0.17344379528979337,18,9,7,10,1,0,1,27,74.714452808904,36.90136316504503
0,9,0.1933609008843149,2,8,3,5,2,0,1,38,85.9749005087072,13.291571139394026
1,9,0.06177741508226442,19,3,0,3,1,1,1,42,67.86566303464052,26.86804938577438
0,6,0.3044700877145444,11,21,1,3,1,0,1,37,74.40441749134496,36.3684889854889
1,11,0.8472661690855319,3,26,9,8,1,0,1,40,71.79399050833794,35.224729340259735
0,9,0.3281093638465984,3,14,3,3,1,0,0,56,66.2548169678281,15.873379426241335
0,7,0.59881144246572,19,21,2,11,2,0,1,61,86.1240734560364,33.415781983742576
0,9,0.12888221381089748,4,4,9,4,1,0,1,57,95.28853915331709,34.88159776481817
1,8,0.33802505920137826,11,20,6,8,2,1,0,27,92.07121582427425,31.57565264562511
0,7,0.6839105442119974,3,20,4,1,1,0,1,37,72.11608863943344,21.127675714877995
0,11,0.7313584891001377,13,9,2,3,2,0,1,29,86.05243561415077,11.114248329019249
0,11,0.7642490085962144,5,28,5,1,1,0,0,46,86.51591592477303,22.373446908734437
0,10,0.4798617389970793,15,12,2,2,1,0,1,30,93.98124031249623,17.62895049597958
0,6,0.6999972604812429,5,20,8,4,2,0,1,32,86.86683949340849,16.15930734385623
1,9,0.8115919244577204,10,17,0,5,2,0,1,25,95.65845115757388,19.414134997681582
0,6,0.17715820923890635,1,20,4,2,1,0,0,36,63.75338021288879,13.765711637173439
1,6,0.867689852897194,8,21,3,7,1,1,0,55,98.36396469552642,35.75572011983742
0,6,0.12321667127088598,8,22,7,3,1,0,1,56,76.15528804876038,31.662424492098406
0,9,0.207021064610588,10,7,5,9,2,0,0,48,59.409477300785056,22.4017520523294
0,9,0.05282153494481856,9,17,5,9,1,0,1,51,85.1940530001701,13.607593719493808
0,6,0.24937675493971112,1,12,8,7,1,0,0,50,82.07577905439244,15.884021377165244
1,10,0.7191636198432294,19,7,4,2,3,0,1,34,71.02673827226165,24.77287220220054
0,6,0.6494422334997937,10,11,4,5,1,0,1,59,75.80555287168039,37.563138771732525
0,6,0.7297616101640962,9,3,2,3,1,0,0,58,60.14694539041249,39.47129445161447
0,6,0.7776207999337319,17,28,2,9,1,0,1,58,59.01534644430676,39.031522160260614
0,9,0.6805464047128326,19,18,0,4,2,0,0,41,76.68634648930103,35.435857342167246
0,11,0.19585544817696332,10,14,3,6,1,0,0,23,65.45893576462056,11.232565399012426
0,8,0.4943685047664569,5,23,9,6,2,0,0,25,91.49523656414067,39.14099835227692
0,10,0.5581874118773005,11,18,4,9,2,0,0,37,83.65339068048203,25.103353662138765
0,11,0.1794684347593989,10,26,8,4,1,0,0,24,68.98239893196224,10.768616827028769
1,9,0.010017672583034876,19,2,0,10,3,1,0,27,51.95376546792377,32.14923270885937
1,9,0.34486566869798285,6,2,9,9,1,1,1,52,93.18433589998851,30.991407558214917
0,6,0.3377705260716791,7,24,6,1,2,0,1,25,54.40257784551039,30.743479558500752
1,10,0.9849280905391804,1,25,2,8,1,1,1,53,99.99079624998235,21.743391126777404
0,10,0.013532814264090254,3,11,1,1,1,0,1,50,93.46389009347214,26.7879467951596
0,8,0.7629769347022798,8,4,1,2,1,0,1,51,56.89087416671007,12.954586238217997
1,11,0.5182527762761511,3,22,5,2,2,1,0,52,87.54812845446213,39.803225699796485
0,7,0.4478783776227917,4,7,0,5,1,0,1,45,73.3631727043718,31.356201333047444
0,7,0.4704051738471958,5,29,5,2,1,0,0,31,67.66967044231896,33.7285792621834
1,8,0.9241700670060867,17,6,4,10,3,0,1,63,76.30310116083908,19.54981110321151
0,11,0.4996852226904678,10,16,0,11,1,0,1,21,56.62667545225097,12.680303924405454
0,6,0.322022300446856,1,0,1,11,1,0,1,27,66.11771150656635,30.768087888609955
1,10,0.3322672276362072,8,27,1,6,1,1,1,32,80.6263736120569,36.92971706812854
0,6,0.04071871017887441,18,22,9,10,1,0,1,23,85.66594425519696,24.562392541655782
0,11,0.14349730725254672,10,22,8,11,1,0,0,45,66.3048343995518,15.215222489966875
0,7,0.4911342446253122,13,10,6,4,2,0,1,44,91.01304041715159,28.336899759463048
